date,month,region,category,unit Sold,sales
5/14/2025,May,Europe,Women,41,1309.78
3/18/2025,March,Europe,Footwear,73,4904.13
2/27/2024,February,Africa,Kids,57,2491.53
12/10/2024,December,South America,Accessories,20,1351.33
6/18/2024,June,North America,Footwear,94,5982.66
4/18/2025,April,South America,Women,14,1031.17
8/17/2024,August,South America,Footwear,87,1014.41
5/15/2024,May,Europe,Kids,93,7928.95
8/22/2024,August,South America,Footwear,99,5254.91
4/13/2024,April,North America,Women,52,2948.23
10/18/2024,October,North America,Women,91,4276.3
10/14/2024,October,Australia,Accessories,54,5348.4
4/24/2024,April,Asia,Kids,49,4024.93
3/21/2025,March,Africa,Accessories,91,3460.31
12/18/2024,December,South America,Men,30,2414.29
11/24/2024,November,Africa,Women,3,147.99
6/20/2024,June,Africa,Accessories,12,1059.61
4/16/2025,April,Africa,Women,31,396.06
9/20/2023,September,Australia,Women,37,1553.5
1/12/2025,January,Africa,Men,27,1314.46
3/14/2025,March,Australia,Women,24,1847.58
12/12/2023,December,North America,Accessories,41,1082.69
12/10/2023,December,South America,Kids,64,2288.98
2/14/2024,February,Australia,Footwear,11,826.64
8/4/2023,August,Asia,Accessories,91,1539.35
10/22/2023,October,Africa,Men,73,2051.39
8/9/2023,August,Asia,Footwear,16,1244.85
5/19/2024,May,North America,Women,14,1243.17
3/19/2025,March,North America,Accessories,47,3552.94
4/23/2025,April,Europe,Footwear,30,1723.27
3/9/2025,March,Africa,Accessories,24,453.97
6/30/2023,June,Europe,Women,13,1097.85
4/14/2024,April,Asia,Accessories,97,2052.86
5/2/2025,May,South America,Men,9,401.91
11/15/2024,November,Europe,Footwear,49,712.7
10/19/2024,October,North America,Footwear,26,1920.64
12/20/2023,December,Africa,Footwear,49,2710.41
7/27/2024,July,Asia,Accessories,42,3850.76
10/31/2024,October,Australia,Women,45,1011.91
10/2/2024,October,North America,Accessories,77,6446.82
4/14/2025,April,Australia,Accessories,21,1175.16
6/14/2023,June,South America,Footwear,29,1245.5
9/14/2024,September,Africa,Women,92,6248.73
10/19/2023,October,South America,Kids,24,1947.3
5/22/2025,May,South America,Women,77,3821.18
5/2/2025,May,Africa,Accessories,42,1300.01
8/4/2024,August,Africa,Men,84,7763.37
4/19/2024,April,Australia,Women,71,2710.06
11/6/2024,November,South America,Footwear,41,4093.49
4/28/2025,April,Asia,Men,48,3794.84
5/13/2025,May,Australia,Kids,79,5680.39
5/8/2024,May,Africa,Kids,89,989.32
9/22/2023,September,North America,Men,99,4986.41
3/13/2025,March,Australia,Kids,77,4252.06
12/3/2024,December,Europe,Men,43,1886.58
12/11/2024,December,Asia,Accessories,8,187.98
12/18/2023,December,Australia,Men,85,3661
3/28/2024,March,Africa,Accessories,63,1055.1
7/6/2023,July,Africa,Footwear,63,2279.51
12/19/2023,December,Asia,Footwear,6,105.19
5/31/2024,May,Europe,Kids,74,5751.14
9/18/2024,September,Australia,Men,52,3661.02
12/13/2024,December,Australia,Accessories,21,1986.47
5/26/2025,May,South America,Footwear,14,618.71
12/14/2024,December,North America,Footwear,58,4683.97
9/21/2024,September,Africa,Footwear,97,6099.81
6/20/2024,June,Australia,Kids,25,1703.73
8/19/2023,August,Australia,Footwear,56,3319.2
11/17/2024,November,Australia,Women,83,6650.33
1/30/2024,January,Europe,Kids,9,124.01
6/22/2023,June,North America,Men,36,620.78
1/26/2024,January,Australia,Women,57,1062.09
6/14/2023,June,Asia,Kids,79,2842.59
3/30/2025,March,Africa,Kids,5,316.01
12/30/2024,December,South America,Accessories,81,5516.55
8/24/2023,August,Asia,Women,94,6968.63
8/26/2023,August,Africa,Women,7,246.88
5/13/2025,May,Europe,Women,6,411.11
8/25/2024,August,North America,Footwear,79,1626.78
9/27/2024,September,North America,Footwear,52,566.7
3/21/2025,March,Africa,Men,74,5366.57
7/5/2023,July,Asia,Men,70,5208.36
12/8/2023,December,South America,Men,55,3629.61
6/18/2023,June,Europe,Footwear,77,2563.97
10/5/2023,October,Africa,Accessories,14,1308.61
12/31/2024,December,Europe,Men,1,88.81
3/15/2024,March,North America,Kids,97,5470.67
10/30/2024,October,Australia,Footwear,83,8218.87
3/10/2025,March,Australia,Accessories,73,2691.93
8/11/2023,August,South America,Kids,37,2005.48
1/29/2024,January,Europe,Kids,49,4582.14
11/25/2024,November,Africa,Footwear,12,619.09
3/27/2024,March,South America,Women,5,261.95
4/14/2024,April,Asia,Accessories,70,1200.17
6/18/2023,June,Australia,Footwear,11,319.23
12/30/2023,December,Africa,Women,53,1283.02
8/23/2023,August,Europe,Footwear,55,3348.07
2/20/2024,February,South America,Footwear,74,2861.15
8/2/2024,August,Africa,Kids,79,1337.69
10/24/2024,October,South America,Footwear,50,2794.88
3/24/2024,March,South America,Women,53,3722.17
8/5/2024,August,South America,Kids,55,4195.81
12/3/2024,December,Europe,Women,92,7854.65
3/9/2024,March,Africa,Women,3,160.13
5/30/2025,May,North America,Kids,16,722.48
9/10/2023,September,North America,Women,45,3220.69
8/14/2023,August,Europe,Men,81,907.43
10/14/2024,October,Europe,Footwear,36,2412.63
5/30/2024,May,Australia,Kids,19,883.72
1/2/2025,January,South America,Kids,4,203.04
12/12/2023,December,Africa,Men,59,2163.19
1/22/2025,January,Africa,Men,89,1909.48
7/25/2024,July,Asia,Men,91,4197.67
2/27/2024,February,Asia,Men,12,452.86
8/25/2023,August,North America,Accessories,63,6073.87
8/3/2023,August,Asia,Kids,56,5315.44
8/3/2023,August,Asia,Women,27,1834.72
12/27/2023,December,North America,Kids,68,6210.65
7/27/2024,July,Australia,Kids,24,1862.75
5/9/2024,May,North America,Kids,81,3331.55
10/29/2023,October,Asia,Men,26,1673.13
3/25/2025,March,Africa,Men,82,2445.99
5/6/2025,May,Asia,Accessories,22,1580.67
9/4/2024,September,South America,Kids,70,982.29
10/28/2023,October,South America,Footwear,19,1611.59
10/11/2024,October,South America,Accessories,34,2124.68
3/14/2025,March,Australia,Men,11,167.85
5/12/2025,May,Europe,Kids,88,7784.35
12/2/2023,December,South America,Men,45,4004.69
8/28/2023,August,Africa,Women,37,3209.88
6/13/2023,June,Australia,Men,23,1832.81
11/21/2024,November,Europe,Men,40,2840.53
5/22/2025,May,Europe,Accessories,43,1966.04
9/1/2024,September,South America,Women,4,89.08
7/15/2024,July,Asia,Footwear,82,2951.16
3/16/2025,March,North America,Footwear,94,3876.27
10/28/2024,October,Asia,Footwear,15,633.4
9/4/2024,September,Asia,Kids,23,1400.56
6/6/2025,June,Europe,Footwear,12,345.05
7/7/2024,July,Europe,Kids,68,1840.73
12/31/2024,December,Australia,Men,68,5067.81
7/25/2023,July,Australia,Footwear,52,555.1
12/19/2024,December,Europe,Accessories,41,961.73
10/10/2023,October,Africa,Women,78,3833.41
7/13/2024,July,Africa,Women,59,1381.63
8/4/2023,August,North America,Men,58,5590.22
6/7/2025,June,Europe,Women,59,4148.25
11/20/2024,November,South America,Women,72,3524.35
2/21/2025,February,Australia,Men,23,462.37
9/12/2023,September,Europe,Men,1,44.67
4/7/2024,April,Africa,Men,56,3839.03
6/19/2024,June,Europe,Accessories,75,7289.5
8/9/2024,August,Africa,Men,91,4781.31
9/14/2024,September,Europe,Men,4,289.27
2/2/2024,February,South America,Men,29,799.89
9/25/2024,September,North America,Footwear,17,1124.16
6/10/2023,June,South America,Footwear,49,1544.23
8/23/2023,August,Africa,Accessories,83,2310.06
6/14/2024,June,Australia,Accessories,51,2847.32
6/20/2023,June,Australia,Women,49,1423.44
11/3/2024,November,Asia,Footwear,24,1798.07
2/28/2024,February,South America,Accessories,44,4151.85
5/20/2024,May,Europe,Accessories,41,1862.39
7/9/2023,July,North America,Women,57,2224.23
8/31/2023,August,Europe,Men,56,1446.46
4/5/2024,April,Europe,Kids,32,1444.34
11/3/2023,November,South America,Women,31,1871.38
8/1/2024,August,North America,Kids,16,697.08
2/1/2025,February,Asia,Women,32,2114.46
1/31/2024,January,Europe,Women,42,2923.96
6/13/2024,June,North America,Men,34,639.36
3/12/2024,March,Asia,Accessories,99,7207.24
10/15/2024,October,Europe,Footwear,37,3368.06
1/24/2025,January,North America,Women,16,197.8
10/22/2023,October,South America,Men,85,5067.84
4/28/2025,April,Australia,Kids,13,836.53
6/30/2024,June,Australia,Accessories,82,6058.44
10/13/2023,October,Europe,Women,66,2951.47
10/21/2023,October,Europe,Kids,33,2761.57
3/4/2025,March,North America,Women,82,4804.44
1/7/2025,January,Australia,Footwear,92,4306
3/16/2024,March,Europe,Footwear,35,2615.66
4/28/2025,April,Asia,Accessories,37,3458.16
11/25/2024,November,Europe,Kids,76,6314.09
8/22/2023,August,Australia,Footwear,40,3750.39
12/10/2024,December,Africa,Men,8,271.47
12/12/2024,December,Australia,Accessories,54,1115.97
11/14/2023,November,Asia,Women,89,5170.14
6/6/2024,June,North America,Kids,7,97.99
1/15/2024,January,Asia,Kids,2,141.43
10/31/2024,October,Africa,Men,97,3065.21
11/25/2024,November,Africa,Footwear,56,2849.92
3/11/2024,March,Europe,Kids,97,6693.05
9/15/2023,September,Europe,Men,57,3048.28
11/6/2023,November,Australia,Men,49,1531.03
11/25/2023,November,South America,Women,87,7763.3
11/3/2024,November,Asia,Men,69,5437.76
12/25/2024,December,Australia,Accessories,78,4999.53
8/14/2023,August,South America,Kids,8,582.95
10/5/2023,October,Australia,Accessories,84,3979.86
8/18/2024,August,Africa,Men,63,2761.31
3/16/2024,March,Europe,Men,82,2001.62
8/1/2023,August,Europe,Accessories,87,7162.12
12/20/2024,December,Australia,Women,93,4119.34
7/28/2023,July,Europe,Men,71,5133.95
11/19/2024,November,North America,Accessories,88,3255.54
9/25/2024,September,Australia,Accessories,46,3755.4
11/13/2024,November,Africa,Kids,89,1733
12/21/2024,December,Australia,Women,78,5167.6
12/29/2024,December,Australia,Footwear,67,5539.8
9/22/2024,September,Europe,Accessories,46,3193.44
6/28/2023,June,Africa,Kids,78,5666.73
12/10/2023,December,Australia,Footwear,67,3841.71
7/27/2023,July,Europe,Kids,42,2533.14
7/7/2024,July,Asia,Kids,64,1019.55
2/1/2025,February,Africa,Women,73,2377.78
2/11/2024,February,South America,Men,53,3973.6
12/9/2023,December,North America,Women,71,6751.24
7/25/2024,July,South America,Footwear,90,5288.43
9/29/2024,September,Africa,Women,7,527.12
2/25/2025,February,Australia,Men,7,500.66
4/2/2025,April,Europe,Women,36,3598.01
11/5/2023,November,Africa,Women,13,1060.16
5/15/2025,May,North America,Women,67,4454.71
11/19/2024,November,Africa,Accessories,20,407.29
1/30/2025,January,Europe,Accessories,73,3112.69
6/23/2024,June,South America,Women,53,1725.83
12/1/2023,December,Asia,Men,86,7467.45
9/7/2023,September,South America,Men,52,2608.09
8/5/2024,August,Europe,Men,97,5643.17
11/26/2024,November,Europe,Men,61,5906.88
4/2/2024,April,North America,Kids,87,7421.23
6/18/2024,June,Africa,Women,87,7054.29
10/25/2023,October,Africa,Women,90,2051.98
12/30/2024,December,South America,Kids,96,1156.72
6/27/2023,June,Asia,Men,61,1299.26
3/24/2024,March,Asia,Footwear,56,4291.03
3/18/2024,March,North America,Footwear,92,4320.74
11/30/2024,November,Europe,Kids,94,1933.79
8/31/2023,August,North America,Footwear,40,3060.47
6/11/2023,June,Africa,Accessories,81,2228.52
11/27/2023,November,Australia,Women,63,3969.88
3/16/2024,March,Australia,Footwear,57,4374.11
4/17/2024,April,Australia,Accessories,82,5307.49
10/16/2023,October,Europe,Women,89,8849.03
12/15/2023,December,North America,Accessories,4,196.3
8/22/2023,August,South America,Women,26,989.62
8/5/2024,August,Africa,Women,95,2670.23
1/20/2025,January,Australia,Footwear,62,3431.09
8/16/2024,August,Asia,Kids,76,6590.96
7/17/2023,July,North America,Footwear,54,5142.01
4/9/2025,April,Africa,Men,62,6044.07
6/8/2025,June,Africa,Accessories,18,1040.83
12/25/2023,December,Asia,Men,10,644.73
12/6/2024,December,Asia,Women,36,2244.19
2/7/2025,February,Asia,Footwear,2,103.88
2/29/2024,February,Australia,Men,60,1422.09
10/27/2024,October,Australia,Men,89,1414.32
8/2/2024,August,North America,Men,47,2316.98
4/24/2025,April,Asia,Women,73,1953.12
9/4/2023,September,South America,Women,32,2873.56
2/10/2025,February,Africa,Women,69,5420.16
10/23/2023,October,Asia,Men,51,3348.49
4/7/2025,April,Africa,Accessories,67,955.89
3/13/2025,March,Europe,Footwear,81,5346.17
12/3/2024,December,Europe,Footwear,77,5074.01
4/16/2024,April,Asia,Women,67,3318.44
11/14/2023,November,Africa,Men,92,6366.19
9/5/2024,September,Europe,Accessories,68,5930.44
10/24/2024,October,Asia,Kids,82,6413.94
7/2/2023,July,Africa,Women,56,2946.11
3/26/2024,March,Asia,Kids,99,3326.95
5/27/2024,May,Australia,Footwear,14,742.07
1/22/2024,January,Africa,Footwear,16,1522.2
12/7/2024,December,Europe,Accessories,76,6368.71
12/8/2023,December,Asia,Accessories,75,932.52
8/26/2024,August,Europe,Kids,66,5310.8
6/24/2024,June,Asia,Footwear,33,836.56
2/4/2024,February,North America,Accessories,13,798.2
9/1/2024,September,Europe,Accessories,30,2477.6
3/10/2024,March,Europe,Footwear,26,1573.41
1/9/2025,January,South America,Footwear,82,3800.49
1/30/2025,January,Australia,Men,13,505.88
3/2/2025,March,Europe,Accessories,68,2547.21
9/13/2023,September,Africa,Kids,33,2817.16
6/18/2024,June,Asia,Women,15,1263.82
10/23/2024,October,North America,Women,17,1429.77
11/4/2023,November,Africa,Footwear,6,212.67
4/28/2025,April,Africa,Kids,5,409.51
12/27/2024,December,Africa,Men,33,438.81
7/24/2023,July,Africa,Accessories,54,1543.38
7/12/2024,July,North America,Men,16,900.88
6/24/2024,June,South America,Kids,46,2143.93
5/12/2025,May,Australia,Men,24,481.68
8/27/2024,August,Europe,Footwear,5,68.77
9/10/2024,September,Africa,Women,67,4355.36
4/3/2025,April,Europe,Footwear,99,3783.12
7/12/2023,July,Europe,Accessories,91,1040.73
11/6/2024,November,Africa,Footwear,76,3707.32
3/3/2025,March,South America,Kids,50,1880.45
2/10/2024,February,Europe,Kids,41,2537.68
5/1/2024,May,Asia,Accessories,89,8337.81
8/28/2024,August,Europe,Accessories,55,2073.94
1/9/2024,January,Australia,Women,81,8079.13
1/4/2025,January,Africa,Men,20,354.88
10/13/2024,October,North America,Women,92,1650.94
1/1/2024,January,Europe,Footwear,50,3708.32
12/2/2024,December,South America,Men,35,2708.19
8/10/2023,August,Asia,Accessories,50,2402.92
4/30/2024,April,Asia,Kids,79,2823.8
8/7/2024,August,North America,Footwear,33,2688.19
1/22/2025,January,Australia,Women,67,6436.12
8/24/2024,August,North America,Accessories,71,7035.47
4/7/2025,April,Australia,Men,10,671.01
12/8/2024,December,Europe,Men,90,6894.93
7/28/2023,July,Africa,Kids,41,3444.09
9/9/2023,September,South America,Accessories,40,3275.93
6/12/2023,June,Asia,Accessories,6,596.43
1/21/2024,January,North America,Footwear,33,2736.98
4/14/2024,April,South America,Footwear,16,1114.1
8/30/2024,August,Australia,Men,24,1052.63
8/1/2023,August,Africa,Women,94,5998.97
6/4/2025,June,Asia,Men,60,5353.94
9/30/2024,September,Asia,Footwear,74,2774.5
6/24/2023,June,Australia,Footwear,11,140.35
9/27/2023,September,Africa,Footwear,44,1735.64
6/14/2023,June,Asia,Men,86,8292.18
5/18/2025,May,Africa,Accessories,3,244.4
5/8/2024,May,Asia,Women,38,1020.02
8/20/2023,August,Europe,Women,40,443.2
4/21/2024,April,Australia,Footwear,87,6109.21
4/9/2024,April,Africa,Kids,19,1180.1
10/21/2023,October,South America,Men,40,698.74
10/10/2024,October,Europe,Accessories,53,5137.8
10/13/2023,October,South America,Footwear,77,5051.31
1/11/2024,January,Australia,Kids,36,2470.93
6/24/2023,June,Asia,Footwear,67,5817.19
9/10/2024,September,South America,Kids,86,3468.87
6/9/2024,June,Europe,Women,89,5361.61
12/21/2023,December,Africa,Kids,20,1237.14
6/28/2023,June,North America,Women,28,2717.74
9/10/2023,September,South America,Women,57,1244.53
7/1/2023,July,North America,Men,3,234.91
4/21/2025,April,Australia,Kids,86,5311.67
2/25/2025,February,South America,Accessories,37,3185.11
1/13/2024,January,South America,Accessories,18,1527.76
2/4/2025,February,Africa,Kids,84,930.95
5/2/2024,May,Asia,Men,46,1521.72
7/30/2023,July,Europe,Accessories,5,131.37
4/23/2025,April,Europe,Footwear,73,3763.44
1/30/2025,January,Europe,Accessories,93,8507.26
11/22/2023,November,Australia,Men,81,846.49
7/3/2023,July,Asia,Women,76,4099.23
5/27/2025,May,North America,Women,57,5108.99
1/9/2025,January,Europe,Women,26,2427.34
4/8/2025,April,North America,Men,33,2282.18
12/5/2024,December,Asia,Women,97,8213.74
12/30/2024,December,Australia,Women,36,1409.98
5/30/2025,May,Asia,Men,93,3323.48
1/1/2024,January,Africa,Footwear,22,317.26
1/26/2025,January,Europe,Accessories,82,4533.64
10/17/2023,October,Australia,Men,17,867.42
11/24/2023,November,Africa,Men,44,1912.79
5/17/2024,May,Europe,Kids,52,1050.4
7/26/2023,July,Asia,Women,88,2707.64
4/12/2024,April,Asia,Footwear,22,623.28
6/24/2024,June,South America,Kids,69,6552.04
10/26/2023,October,South America,Footwear,1,96.98
11/22/2023,November,Asia,Women,83,855.56
11/15/2023,November,Asia,Women,30,760.48
10/17/2024,October,North America,Women,39,3509.62
9/18/2023,September,North America,Accessories,79,1062.6
1/14/2024,January,Africa,Footwear,35,3321.87
12/20/2024,December,South America,Footwear,69,3050.2
7/18/2023,July,South America,Kids,70,4093.72
3/2/2024,March,Asia,Men,89,7008.2
11/30/2023,November,Asia,Women,11,351.47
2/15/2025,February,Africa,Women,51,972.09
7/10/2023,July,Australia,Kids,63,5222.41
6/28/2024,June,Australia,Footwear,86,8481.01
10/15/2024,October,Australia,Accessories,34,2355.86
12/28/2024,December,South America,Footwear,55,4634.86
9/8/2023,September,North America,Accessories,78,7388.01
4/24/2024,April,Australia,Accessories,73,2231.77
3/5/2025,March,Europe,Footwear,20,830.73
12/12/2023,December,Africa,Women,80,2376.99
3/28/2024,March,Australia,Accessories,58,902.51
2/25/2024,February,Europe,Kids,81,6148.29
9/3/2023,September,Australia,Kids,17,392.86
2/3/2024,February,North America,Accessories,34,623.69
6/13/2023,June,North America,Women,75,3164.04
12/17/2023,December,Australia,Accessories,99,1529.55
3/2/2024,March,Europe,Kids,62,1621.94
8/30/2023,August,Africa,Kids,34,554.02
7/31/2023,July,Europe,Footwear,72,6404.76
7/3/2023,July,Africa,Women,19,1523.35
12/6/2023,December,Australia,Footwear,97,8473.56
3/11/2024,March,Africa,Men,87,7669.03
1/17/2024,January,Asia,Accessories,66,6270.38
8/12/2023,August,South America,Footwear,72,1929.52
1/10/2024,January,South America,Women,93,8463.08
8/2/2023,August,North America,Accessories,42,2404.65
2/22/2024,February,Asia,Accessories,51,1273
11/25/2023,November,South America,Accessories,71,4900.39
3/1/2025,March,Australia,Accessories,49,1932.07
8/27/2024,August,Africa,Accessories,29,411.29
3/21/2025,March,Africa,Women,95,1622.44
11/22/2024,November,Europe,Men,30,1444.03
1/7/2025,January,Europe,Kids,99,8353.97
3/23/2025,March,Africa,Men,25,949.81
6/8/2025,June,Australia,Kids,68,5368.69
3/2/2024,March,Africa,Footwear,62,931.05
1/10/2025,January,Europe,Accessories,38,1726.57
3/19/2024,March,South America,Footwear,17,364.98
2/14/2025,February,North America,Footwear,74,6491.23
1/22/2025,January,Europe,Kids,1,97.11
8/29/2023,August,Australia,Women,18,707.5
7/23/2024,July,South America,Accessories,63,6236.85
2/3/2024,February,South America,Footwear,46,3574.55
3/28/2025,March,South America,Men,19,192.11
10/12/2024,October,Asia,Accessories,50,2683.72
3/11/2025,March,Asia,Women,96,8166.63
8/1/2024,August,South America,Accessories,54,3134.63
2/23/2024,February,Australia,Footwear,31,1844.39
12/31/2024,December,Africa,Men,97,4878.42
12/20/2024,December,Australia,Footwear,86,3917.6
10/5/2023,October,Asia,Women,65,810.27
4/12/2024,April,Europe,Kids,46,3033.97
5/14/2025,May,Asia,Men,35,2765.19
7/24/2023,July,Africa,Women,49,3974.68
1/19/2025,January,North America,Women,81,5363.6
1/21/2024,January,Asia,Footwear,34,1384.31
6/1/2025,June,Australia,Footwear,29,349.01
8/7/2023,August,Australia,Footwear,6,543.72
5/10/2025,May,South America,Kids,1,48.61
11/24/2023,November,South America,Accessories,55,3525.82
9/7/2023,September,South America,Accessories,27,742.77
2/22/2025,February,North America,Footwear,12,273.31
6/20/2023,June,Africa,Footwear,4,71.25
11/2/2024,November,Europe,Kids,80,6551.11
1/22/2024,January,Australia,Accessories,52,3545.44
5/1/2024,May,Australia,Kids,11,724.95
2/17/2025,February,Africa,Women,52,4822.78
6/28/2024,June,North America,Accessories,84,2039.86
10/5/2024,October,South America,Footwear,26,658.43
12/18/2024,December,Africa,Men,28,757.46
8/1/2023,August,Europe,Women,72,3463.43
1/8/2024,January,South America,Men,66,5852.88
1/3/2024,January,Europe,Kids,90,8039.94
9/19/2023,September,Asia,Kids,27,1705.13
6/18/2023,June,Europe,Kids,97,6715.59
11/16/2024,November,South America,Footwear,55,4993.92
2/25/2025,February,Asia,Kids,71,4698.76
9/19/2023,September,South America,Men,54,1656.83
6/4/2025,June,Australia,Women,46,3378.34
11/1/2023,November,South America,Footwear,36,2854.45
7/12/2023,July,Asia,Women,21,1410.8
3/5/2024,March,Europe,Kids,49,1696.44
1/5/2024,January,Australia,Accessories,34,1563.75
9/6/2024,September,North America,Footwear,87,4554.74
1/22/2024,January,North America,Kids,34,784.61
8/24/2023,August,North America,Footwear,40,2028
5/31/2025,May,North America,Accessories,7,171.55
6/20/2024,June,Africa,Men,90,4945.56
8/27/2023,August,North America,Men,52,757.79
4/6/2024,April,Asia,Men,49,4673.02
5/29/2025,May,North America,Accessories,81,2605.85
10/30/2023,October,South America,Women,95,4942.97
2/10/2024,February,North America,Accessories,89,1152.34
12/24/2024,December,Europe,Accessories,37,1011.76
1/10/2024,January,Asia,Kids,62,4488.31
11/13/2023,November,Asia,Men,15,300.93
6/20/2023,June,Australia,Footwear,2,133.07
3/21/2024,March,Africa,Women,11,112.05
12/5/2024,December,South America,Footwear,96,4977.68
4/18/2024,April,Asia,Kids,94,7042.57
12/24/2023,December,Europe,Kids,17,1587.23
1/31/2024,January,North America,Women,88,4783.26
9/2/2023,September,Asia,Footwear,45,3854.16
6/21/2023,June,Europe,Women,68,5591.86
1/15/2024,January,North America,Women,61,2233.78
11/4/2024,November,Africa,Men,46,4081.4
12/17/2024,December,Asia,Footwear,32,2164.01
1/24/2025,January,Asia,Men,19,368.16
5/11/2025,May,Europe,Men,67,6332.85
6/25/2023,June,Australia,Men,4,103.6
7/10/2023,July,South America,Accessories,25,1308.31
4/9/2024,April,Africa,Kids,73,3794.02
12/7/2023,December,South America,Kids,21,1391.7
10/17/2023,October,Asia,Accessories,87,6076.61
5/6/2024,May,South America,Women,93,2879.44
10/18/2024,October,North America,Footwear,94,3921.66
8/4/2024,August,Africa,Footwear,89,2048.17
8/6/2024,August,South America,Footwear,93,1984.75
8/12/2023,August,North America,Men,98,8257.09
12/8/2024,December,Europe,Footwear,14,1085.91
8/7/2024,August,South America,Footwear,22,1096.51
4/2/2024,April,Africa,Footwear,48,894.33
10/28/2023,October,North America,Kids,51,2575.14
6/3/2024,June,South America,Accessories,80,2920.08
3/18/2024,March,Europe,Women,11,880.14
7/3/2024,July,South America,Accessories,59,1103.15
10/25/2023,October,North America,Footwear,14,708.72
1/29/2024,January,South America,Women,7,442.57
12/31/2024,December,Africa,Women,69,6811.35
11/13/2023,November,Asia,Accessories,58,1047.75
1/13/2024,January,North America,Accessories,40,810.26
11/6/2024,November,North America,Accessories,93,9199.97
7/20/2023,July,North America,Accessories,81,3767.01
12/22/2023,December,North America,Men,94,7231.82
12/13/2023,December,South America,Kids,25,2012.82
5/25/2024,May,Africa,Kids,78,2988.21
6/15/2023,June,Europe,Footwear,42,1230.05
1/26/2024,January,Africa,Men,86,2996.95
9/14/2023,September,North America,Women,44,3467
5/9/2025,May,Australia,Accessories,5,428.22
10/19/2023,October,South America,Footwear,28,2042.75
4/19/2024,April,Australia,Women,76,3778
6/15/2024,June,South America,Kids,60,2017.84
9/19/2024,September,North America,Women,77,3716.98
6/18/2024,June,South America,Accessories,21,1938.46
6/29/2024,June,North America,Accessories,96,8418.01
5/17/2025,May,Africa,Kids,49,1916.09
7/9/2023,July,Asia,Accessories,56,2212.82
3/13/2025,March,South America,Men,57,4571.27
11/6/2023,November,North America,Footwear,85,4113.29
7/10/2023,July,Australia,Kids,61,3754.25
3/2/2024,March,North America,Kids,38,1824.33
2/26/2025,February,Australia,Women,73,2322.17
9/21/2024,September,South America,Kids,2,53.99
2/8/2025,February,Europe,Footwear,3,67.68
12/10/2023,December,Australia,Men,43,474.21
11/21/2024,November,North America,Women,74,2608.91
1/27/2025,January,South America,Footwear,35,889.94
4/20/2025,April,North America,Kids,73,2424.73
9/14/2023,September,Europe,Accessories,40,672.89
12/24/2023,December,Asia,Accessories,96,3911.07
8/19/2024,August,Europe,Footwear,85,4827.68
11/10/2024,November,Africa,Men,58,5510.66
5/17/2024,May,South America,Accessories,34,1402.04
10/17/2023,October,Europe,Footwear,25,319.8
1/26/2025,January,Asia,Women,56,2386.32
6/25/2024,June,North America,Kids,32,2673.61
3/5/2025,March,South America,Men,22,893.49
11/23/2023,November,Australia,Men,89,3226.76
6/24/2023,June,Europe,Women,65,6026.12
11/18/2023,November,Asia,Men,21,771.76
3/14/2025,March,Europe,Footwear,80,7785.88
8/28/2024,August,Africa,Men,96,8153.97
9/30/2024,September,South America,Men,21,1503.23
8/2/2023,August,North America,Men,28,1787.78
4/22/2025,April,Asia,Footwear,19,574.37
10/25/2023,October,Europe,Kids,14,1060.3
5/15/2025,May,South America,Accessories,87,3588.09
5/24/2025,May,Europe,Men,24,1288.99
12/3/2023,December,South America,Women,20,387.32
4/6/2024,April,Africa,Women,32,1172.92
12/13/2024,December,Europe,Footwear,74,4263.94
7/15/2023,July,Africa,Kids,52,2710.43
12/8/2024,December,Australia,Men,65,2659.55
6/24/2023,June,Australia,Footwear,95,4985
3/27/2025,March,Asia,Accessories,52,4006.25
6/15/2024,June,Africa,Kids,58,2977.68
7/25/2023,July,South America,Kids,79,4388.77
10/14/2023,October,Asia,Footwear,95,6944.8
12/18/2024,December,Europe,Women,92,7888.57
1/30/2024,January,Europe,Kids,10,574.18
6/10/2024,June,South America,Women,70,6673.51
9/29/2024,September,North America,Kids,15,627.15
6/14/2024,June,North America,Kids,47,1538.31
7/12/2024,July,Europe,Kids,91,6586.41
11/1/2023,November,South America,Accessories,10,258.17
10/26/2024,October,North America,Women,21,1910.94
9/3/2024,September,Africa,Accessories,19,851.04
2/29/2024,February,Europe,Women,68,4952.67
1/8/2024,January,Australia,Accessories,22,1348.96
3/28/2024,March,Africa,Accessories,63,938.4
8/7/2024,August,South America,Accessories,38,2805.05
7/30/2023,July,Australia,Footwear,15,1216.51
2/26/2024,February,Africa,Accessories,70,6889.58
3/31/2025,March,North America,Kids,75,3558.86
6/23/2024,June,North America,Men,44,2431.61
10/30/2024,October,Australia,Accessories,30,2662.14
10/28/2024,October,Asia,Men,24,821.47
7/26/2023,July,Europe,Men,86,2323.96
2/5/2024,February,Australia,Kids,94,2064.42
11/24/2024,November,South America,Men,46,4509.96
11/15/2023,November,Europe,Men,4,137.33
7/3/2023,July,Africa,Men,6,468.99
12/4/2024,December,South America,Women,38,1917.86
12/31/2023,December,South America,Accessories,26,822.95
9/13/2024,September,North America,Accessories,19,1751.8
1/30/2024,January,Africa,Men,2,103.49
6/14/2023,June,North America,Kids,68,4143.65
5/31/2024,May,North America,Women,69,2071.68
7/22/2023,July,Asia,Kids,47,1841.16
10/25/2024,October,North America,Kids,99,7651.9
